Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1,New York Zip Codes,Counties,NYS Municipal Boundaries
NYS-2013-0011,Shack Fire,2013-04-04T00:00:00.000,2013-04-04T00:00:00.000,2013-04-05T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 2 - Grass - Understory,5,2.2,40.84243,-72.90162,Private Property,,0.00,0,0,0,0,0,0,"Thompson,Michael W",Fire Department,,"{'latitude': '40.84243', 'longitude': '-72.90162'}",1139,2179,1022
NYS-2013-0010,Cameron Mills SF Prescribed Fire,2013-04-04T00:00:00.000,2013-04-04T00:00:00.000,2013-04-04T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 1 - Grass - Light,5,21.0,42.19942,-77.37724,State Forest/RF Area,Cameron Mills State Forest,0.00,0,0,0,0,0,0,"Meehan,William X",DEC Dispatch,,"{'latitude': '42.19942', 'longitude': '-77.37724'}",1766,2178,44
NYS-2013-0009,Fresh Pond South RX,2013-04-04T00:00:00.000,2013-04-04T00:00:00.000,2013-04-05T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 1 - Grass - Light,4,23.3,40.93249,-72.79240,State Forest/RF Area,Otis Pike Preserve,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Other,,"{'latitude': '40.93249', 'longitude': '-72.7924'}",1534,2179,1017
NYS-2013-0008,Esopus Bend Fire,2013-03-31T00:00:00.000,2013-03-31T00:00:00.000,2013-03-31T00:00:00.000,3,3A,ULSTER,SAUGERTIES,Children, 6 - Brush - Mixed/Regeneration,5,1.3,42.07017,-73.95691,Conservation Easement,,0.00,0,0,0,0,0,0,"Dawson,Robert B",DEC Dispatch,,"{'latitude': '42.07017', 'longitude': '-73.95691'}",330,2182,411
NYS-2013-0007,Greenier,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,8,8A,SCHUYLER,HECTOR,Debris Burning, 1 - Grass - Light,5,5.0,42.46145,-76.85090,Private Property,,0.00,0,0,0,0,0,1,"Meehan,William X",911 Dispatch,,"{'latitude': '42.46145', 'longitude': '-76.8509'}",1764,2143,645
NYS-2013-0006,Chapman Fire,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,8,8A,SCHUYLER,HECTOR,Debris Burning, 1 - Grass - Light,5,2.0,42.39553,-76.70644,Private Property,,0.00,0,0,0,0,0,2,"Meehan,William X",911 Dispatch,,"{'latitude': '42.39553', 'longitude': '-76.70644'}",1752,2143,645
NYS-2013-0005,Dgien Fire,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,2013-03-31T00:00:00.000,8,8A,STEUBEN,RATHBONE,Miscellaneous, 9 - Timber - Medium Hardwood Litter,4,5.0,42.17614,-77.33167,Private Property,,0.00,0,0,0,0,0,0,"Staples,Anne M",911 Dispatch,,"{'latitude': '42.17614', 'longitude': '-77.33167'}",1766,2178,25
NYS-2013-0004,Mcdonald Rd Fire,2013-03-29T00:00:00.000,2013-03-29T00:00:00.000,2013-03-30T00:00:00.000,3,3A,SULLIVAN,MAMAKATING,Campfire, 9 - Timber - Medium Hardwood Litter,5,2.5,41.59013,-74.47738,Private Property,,0.00,0,0,0,0,0,0,"Mecus,Robert ",Fire Department,,"{'latitude': '41.59013', 'longitude': '-74.47738'}",780,2180,653
NYS-2013-0003,Line RD East RX,2013-03-15T00:00:00.000,2013-03-15T00:00:00.000,2013-03-16T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 3 - Grass - Heavy,4,1.0,40.90320,-72.81584,State Forest/RF Area,Otis Pike Preserve,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'latitude': '40.9032', 'longitude': '-72.81584'}",1607,2179,1017
NYS-2013-0002,Line Road West RX,2013-03-15T00:00:00.000,2013-03-15T00:00:00.000,2013-03-16T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 3 - Grass - Heavy,4,15.1,40.90328,-72.81684,State Forest/RF Area,Otis Pike Preserve,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'latitude': '40.90328', 'longitude': '-72.81684'}",1607,2179,1017
NYS-2013-0001,Noonan Fire,2013-02-13T00:00:00.000,2013-02-13T00:00:00.000,2013-02-16T00:00:00.000,4,4A,RENSSELAER,HOOSICK,Equipment, 8 - Timber - Light Hardwood Litter,4,0.5,42.84530,-73.35558,State Forest/RF Area,Tibbitts State Forest,0.00,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'latitude': '42.8453', 'longitude': '-73.35558'}",1234,2138,127
NYS-2012-0194,Fido Unit,2012-11-16T00:00:00.000,2012-11-16T00:00:00.000,2012-11-16T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 3 - Grass - Heavy,5,7.0,42.71900,-73.86803,Other Government,Albany Pine Bush Preserve,0.00,0,0,0,0,0,0,"Kittle,Darryl J",Other,,"{'latitude': '42.719', 'longitude': '-73.86803'}",42,2030,814
NYS-2012-0193,Petrie Road,2012-11-23T00:00:00.000,2012-11-23T00:00:00.000,2012-11-23T00:00:00.000,6,6C,HERKIMER,WEBB,Smoking, 8 - Timber - Light Hardwood Litter,2,5.0,43.73281,-74.89375,Private Property,,0.00,0,0,0,0,0,0,"Evans,Luke ",911 Dispatch,,"{'latitude': '43.73281', 'longitude': '-74.89375'}",1279,2088,666
NYS-2012-0192,Bush Hill Rd fire,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,4,4B,OTSEGO,MARYLAND,Campfire, 9 - Timber - Medium Hardwood Litter,5,2.0,42.51409,-74.88670,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.51409', 'longitude': '-74.8867'}",1290,2136,918
NYS-2012-0191,Miller Fire,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-13T00:00:00.000,8,8A,GENESEE,BETHANY,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,2.0,42.89608,-78.12776,Private Property,N/A,0.00,0,0,0,0,0,0,"Cordell,Daniel S",911 Dispatch,,"{'latitude': '42.89608', 'longitude': '-78.12776'}",511,2086,790
NYS-2012-0190,The Dale Road fire,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,5,5B,FRANKLIN,BRANDON,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.8,44.70495,-74.43594,Private Property,,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.70495', 'longitude': '-74.43594'}",289,621,192
NYS-2012-0189,King Hill Rd,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,8,8A,SCHUYLER,DIX,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,0.5,42.30380,-76.87572,Private Property,,0.00,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'latitude': '42.3038', 'longitude': '-76.87572'}",1758,2143,646
NYS-2012-0188,Mill Brook Fire,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,5,5E,WARREN,QUEENSBURY,Smoking,10 - Timber  - Heavy Litter/Downed Fuels,5,2.4,43.38132,-73.61055,Private Property,,0.00,0,0,0,0,0,0,"Schroeder,Rick A",911 Dispatch,,"{'latitude': '43.38132', 'longitude': '-73.61055'}",785,2183,818
NYS-2012-0187,100 North Gale,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,2012-11-12T00:00:00.000,9,9A,CHAUTAUQUA,WESTFIELD,Debris Burning, 5 - Brush - Continuous but Light,5,0.1,42.32291,-79.59027,Private Property,,0.00,0,0,0,0,0,0,"Pachan,David L",Sheriff,,"{'latitude': '42.32291', 'longitude': '-79.59027'}",1746,2035,197
NYS-2012-0186,East Campbell Fire,2012-11-11T00:00:00.000,2012-11-11T00:00:00.000,2012-11-19T00:00:00.000,9,9A,CHAUTAUQUA,WESTFIELD,Campfire, 8 - Timber - Light Hardwood Litter,5,4.9,42.31271,-79.57675,Private Property,,0.00,0,0,0,0,0,0,"Pachan,David L",Fire Department,,"{'latitude': '42.31271', 'longitude': '-79.57675'}",1746,2035,197
NYS-2012-0185,Pine Bush Prescribed Fire,2012-10-26T00:00:00.000,2012-10-26T00:00:00.000,2012-10-26T00:00:00.000,4,4A,ALBANY,ALBANY,Prescribed Fire, 1 - Grass - Light,5,3.0,42.71400,-73.87230,Other Government,Albany Pine Bush Preserve,0.00,0,0,0,0,0,0,"Henry,William ",DEC Dispatch,,"{'latitude': '42.714', 'longitude': '-73.8723'}",40,2030,814
NYS-2012-0184,Tonawanda WMA Tree Fire,2012-10-17T00:00:00.000,2012-10-17T00:00:00.000,2012-10-19T00:00:00.000,9,9A,NIAGARA,ROYALTON,Smoking, 8 - Timber - Light Hardwood Litter,5,0.1,43.10597,-78.47335,Wildlife Management Area,Tonawanda WMA,0.00,0,0,0,0,0,0,"Kennedy,John S",911 Dispatch,,"{'latitude': '43.10597', 'longitude': '-78.47335'}",480,2131,155
NYS-2012-0183,Bolton Island Fire,2012-10-12T00:00:00.000,2012-10-12T00:00:00.000,2012-10-12T00:00:00.000,5,5E,WARREN,BOLTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.57623,-73.58362,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.57623', 'longitude': '-73.58362'}",,2183,826
NYS-2012-0182,Joe Indian Island Fire,2012-09-21T00:00:00.000,2012-09-21T00:00:00.000,2012-09-21T00:00:00.000,6,6A,ST LAWRENCE,CLIFTON,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,44.16939,-74.83396,Forest Preserve,Cranberry Lk Wild Forest,0.00,0,0,0,0,0,0,"Benzel,William ",DEC Dispatch,,"{'latitude': '44.16939', 'longitude': '-74.83396'}",219,2140,337
NYS-2012-0181,Pigtail Fire #2,2012-09-15T00:00:00.000,2012-09-15T00:00:00.000,2012-09-17T00:00:00.000,8,8A,STEUBEN,WHEELER,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,42.44346,-77.27964,State Forest/RF Area,Pigtail Hollow SF,348.00,0,0,0,0,0,0,"Staples,Anne M",Fire Department,,"{'latitude': '42.44346', 'longitude': '-77.27964'}",1757,2178,17
NYS-2012-0180,Chisum Road Fire,2012-09-13T00:00:00.000,2012-09-13T00:00:00.000,2012-09-21T00:00:00.000,6,6A,ST LAWRENCE,ROSSIE,Campfire, 8 - Timber - Light Hardwood Litter,5,2.0,44.31200,-75.59400,State Forest/RF Area,yellow lake state forest,0.00,0,0,0,0,0,0,"Terry,Jay ",911 Dispatch,,"{'latitude': '44.312', 'longitude': '-75.594'}",1525,2140,311
NYS-2012-0179,Asas Island Fire,2012-09-12T00:00:00.000,2012-09-13T00:00:00.000,2012-09-13T00:00:00.000,5,5E,WARREN,HAGUE,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.75325,-73.48070,Forest Preserve,Lake George Wild Forest,0.00,0,0,0,0,0,0,"Schroeder,Rick A",911 Dispatch,,"{'latitude': '43.75325', 'longitude': '-73.4807'}",,2183,823
NYS-2012-0178,West Leyden Fire,2012-09-12T00:00:00.000,2012-09-12T00:00:00.000,2012-09-12T00:00:00.000,6,6B,LEWIS,LEWIS,Debris Burning, 1 - Grass - Light,5,0.2,43.46886,-75.45693,Private Property,,0.00,0,0,0,0,0,0,"Candee,Martin ",911 Dispatch,,"{'latitude': '43.46886', 'longitude': '-75.45693'}",767,623,621
NYS-2012-0177,"Braddock Bay, Leo",2012-09-12T00:00:00.000,2012-09-12T00:00:00.000,2012-09-12T00:00:00.000,8,8A,MONROE,GREECE,Incendiary, 3 - Grass - Heavy,4,0.8,43.30951,-77.73636,Wildlife Management Area,Braddock Bay,0.00,0,0,0,0,0,0,"Cordell,Daniel S",911 Dispatch,,"{'latitude': '43.30951', 'longitude': '-77.73636'}",238,2093,548
NYS-2012-0176,Rodney Point Fire,2012-09-07T00:00:00.000,2012-09-07T00:00:00.000,2012-09-13T00:00:00.000,5,5A,HAMILTON,LONG LAKE,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.04314,-74.34958,Forest Preserve,Western High Peaks,0.00,0,0,0,0,0,0,"Waters,James ",Other,,"{'latitude': '44.04314', 'longitude': '-74.34958'}",130,622,864
NYS-2012-0175,Debyah Fire,2012-09-04T00:00:00.000,2012-09-04T00:00:00.000,2012-09-05T00:00:00.000,5,5B,FRANKLIN,CONSTABLE,Incendiary, 5 - Brush - Continuous but Light,4,1.8,44.95331,-74.32337,Private Property,N/A,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,N/A,"{'latitude': '44.95331', 'longitude': '-74.32337'}",218,621,188
NYS-2012-0174,Jabe Pond Island fire,2012-09-03T00:00:00.000,2012-09-03T00:00:00.000,2012-09-03T00:00:00.000,5,5E,WARREN,HAGUE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,43.70180,-73.54189,Forest Preserve,Lk George WF,0.00,0,0,0,0,0,0,"Schroeder,Rick A",911 Dispatch,,"{'latitude': '43.7018', 'longitude': '-73.54189'}",152,2183,823
NYS-2012-0173,Hurricane Mt Fire,2012-09-03T00:00:00.000,2012-09-03T00:00:00.000,2012-09-03T00:00:00.000,5,5C,ESSEX,KEENE,Campfire, 7 - Brush - Understory,5,0.1,44.21670,-73.71400,Forest Preserve,Hurricane Mt,0.00,0,0,0,0,0,0,"Giglinto,James ",Other,,"{'latitude': '44.2167', 'longitude': '-73.714'}",271,2084,442
NYS-2012-0172,Lows Lake Fire,2012-09-02T00:00:00.000,2012-09-02T00:00:00.000,2012-09-03T00:00:00.000,6,6A,ST LAWRENCE,CLIFTON,Campfire, 2 - Grass - Understory,5,0.1,44.07386,-74.82117,Forest Preserve,Five Ponds Wilderness,0.00,0,0,0,0,0,0,"Benzel,William ",911 Dispatch,,"{'latitude': '44.07386', 'longitude': '-74.82117'}",219,2140,337
NYS-2012-0171,St. Regis Pond,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,2012-09-02T00:00:00.000,5,5A,FRANKLIN,SANTA CLARA,Campfire, 6 - Brush - Mixed/Regeneration,5,0.1,44.38324,-74.30392,Forest Preserve,St. Regis Canoe Area,0.00,0,0,0,0,0,0,"Balerno,Jeffrey ",Other,,"{'latitude': '44.38324', 'longitude': '-74.30392'}",303,621,179
NYS-2012-0170,Hall Island Fire 2,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.53609,-75.90265,State Forest/RF Area,Hall Island SF,0.00,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,,"{'latitude': '43.53609', 'longitude': '-75.90265'}",762,2135,241
NYS-2012-0169,Hampton Brook Fire,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,2012-09-03T00:00:00.000,9,9A,ERIE,HAMBURG,Lightning, 8 - Timber - Light Hardwood Litter,5,0.1,42.70907,-78.83670,Wildlife Management Area,Hampton Brook,0.00,0,0,0,0,0,0,"Kennedy,John S",Ranger Patrol,,"{'latitude': '42.70907', 'longitude': '-78.8367'}",527,2041,289
NYS-2012-0168,Lackey Road,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,2012-09-02T00:00:00.000,5,5E,WARREN,QUEENSBURY,Miscellaneous, 6 - Brush - Mixed/Regeneration,5,0.1,43.47526,-73.64238,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",Fire Department,,"{'latitude': '43.47526', 'longitude': '-73.64238'}",785,2183,818
NYS-2012-0167,Franklin Falls Pond fire,2012-08-29T00:00:00.000,2012-08-29T00:00:00.000,2012-08-29T00:00:00.000,5,5C,ESSEX,ST ARMAND,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.41043,-74.00652,Forest Preserve,McKenzie Mt Wilderness,0.00,0,0,0,0,0,0,"Burns,Kevin ",State Police,,"{'latitude': '44.41043', 'longitude': '-74.00652'}",303,2084,428
NYS-2012-0166,Sayah Fire,2012-08-28T00:00:00.000,2012-08-28T00:00:00.000,2012-09-06T00:00:00.000,5,5B,CLINTON,ALTONA,Equipment, 5 - Brush - Continuous but Light,4,7.3,44.89705,-73.61427,Private Property,,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.89705', 'longitude': '-73.61427'}",204,2038,15
NYS-2012-0165,Tonawanda WMA Fire,2012-08-24T00:00:00.000,2012-08-24T00:00:00.000,2012-08-27T00:00:00.000,9,9A,NIAGARA,ROYALTON,Miscellaneous, 1 - Grass - Light,4,11.0,43.10539,-78.47977,Wildlife Management Area,Tonawanda WMA,0.00,0,0,0,0,0,0,"Kennedy,John S",911 Dispatch,,"{'latitude': '43.10539', 'longitude': '-78.47977'}",480,2131,155
NYS-2012-0164,Watch Rock Fire,2012-08-22T00:00:00.000,2012-08-22T00:00:00.000,2012-08-24T00:00:00.000,5,5A,HAMILTON,LONG LAKE,Equipment, 5 - Brush - Continuous but Light,5,0.3,44.02270,-74.37949,Private Property,,0.00,0,0,0,0,0,0,"Zurek,Robert ",911 Dispatch,,"{'latitude': '44.0227', 'longitude': '-74.37949'}",130,622,864
NYS-2012-0163,Union Falls Pond Fire,2012-08-19T00:00:00.000,2012-08-19T00:00:00.000,2012-08-21T00:00:00.000,5,5A,FRANKLIN,FRANKLIN,Campfire, 8 - Timber - Light Hardwood Litter,4,0.5,44.47165,-73.94428,Forest Preserve,Taylor Pond Wild Forest,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.47165', 'longitude': '-73.94428'}",207,621,184
NYS-2012-0162,Ed Yanchitis Fire,2012-08-19T00:00:00.000,2012-08-19T00:00:00.000,2012-08-20T00:00:00.000,5,5A,FRANKLIN,SANTA CLARA,Debris Burning, 7 - Brush - Understory,5,0.1,44.34555,-74.31191,Private Property,,0.00,0,0,0,0,0,0,"Burns,Kevin ",911 Dispatch,,"{'latitude': '44.34555', 'longitude': '-74.31191'}",303,621,179
NYS-2012-0161,Summit hay bales,2012-08-09T00:00:00.000,2012-08-17T00:00:00.000,2012-08-09T00:00:00.000,4,4B,SCHOHARIE,FULTON,Equipment, 8 - Timber - Light Hardwood Litter,5,0.1,42.57404,-74.54713,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.57404', 'longitude': '-74.54713'}",1419,629,151
NYS-2012-0160,Buttermilk Falls fire,2012-08-08T00:00:00.000,2012-08-08T00:00:00.000,2012-08-08T00:00:00.000,5,5D,HAMILTON,ARIETTA,Campfire, 1 - Grass - Light,5,0.1,43.91489,-74.48371,Forest Preserve,Seargent Pond ,0.00,0,0,0,0,0,0,"Waters,James ",Other,,"{'latitude': '43.91489', 'longitude': '-74.48371'}",130,622,870
NYS-2012-0159,Thomas Corners Fire,2012-08-07T00:00:00.000,2012-08-07T00:00:00.000,2012-08-07T00:00:00.000,9,9A,CATTARAUGUS,ASHFORD,Debris Burning,12 - Slash - Medium,4,0.1,42.48256,-78.66069,Private Property,na,0.00,0,0,0,0,0,0,"Rogers,Robert C",911 Dispatch,na,"{'latitude': '42.48256', 'longitude': '-78.66069'}",28,2034,371
NYS-2012-0158,Clear Lake fire,2012-08-04T00:00:00.000,2012-08-04T00:00:00.000,2012-08-13T00:00:00.000,6,6B,HERKIMER,WEBB,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.98250,-74.92391,Forest Preserve,Five Ponds Wilderness Area,0.00,0,0,0,0,0,0,"Evans,Luke ",DEC Dispatch,,"{'latitude': '43.9825', 'longitude': '-74.92391'}",571,2088,666
NYS-2012-0157,Jones Pond ,2012-08-02T00:00:00.000,2012-08-02T00:00:00.000,2012-08-02T00:00:00.000,5,5A,FRANKLIN,BRIGHTON,Campfire, 1 - Grass - Light,5,0.1,44.45641,-74.18869,Forest Preserve,Saranac Lakes WF,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",DEC Dispatch,,"{'latitude': '44.45641', 'longitude': '-74.18869'}",297,621,191
NYS-2012-0156,Barn Rock Bay Fire ,2012-07-31T00:00:00.000,2012-07-31T00:00:00.000,2012-08-04T00:00:00.000,5,5B,ESSEX,WESTPORT,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.21097,-73.37312,Forest Preserve,Split Rock Wild Forest,0.00,0,0,0,0,0,0,"Bode,Sarah ",DEC Dispatch,,"{'latitude': '44.21097', 'longitude': '-73.37312'}",338,2084,419
NYS-2012-0155,Green Settlement Fire,2012-07-31T00:00:00.000,2012-07-31T00:00:00.000,2012-08-09T00:00:00.000,6,6B,JEFFERSON,ADAMS,Smoking, 4 - Brush - Heavy/Volatile,5,75.0,43.85246,-76.08639,Private Property,,0.00,0,0,0,0,0,0,"Scanlon,John ",911 Dispatch,,"{'latitude': '43.85246', 'longitude': '-76.08639'}",1470,2089,860
NYS-2012-0154,North Lake Fire,2012-07-28T00:00:00.000,2012-07-28T00:00:00.000,2012-07-29T00:00:00.000,6,6C,HERKIMER,OHIO,Campfire, 9 - Timber - Medium Hardwood Litter,1,0.1,43.56084,-74.92742,Conservation Easement,J.P. Lewis Tract Conservation ,0.00,0,0,0,0,0,0,"Hoag,Gregory W",Other,,"{'latitude': '43.56084', 'longitude': '-74.92742'}",550,2088,672
NYS-2012-0153,New Forge Fire,2012-07-25T00:00:00.000,2012-07-25T00:00:00.000,2012-07-25T00:00:00.000,4,4A,COLUMBIA,TAGHKANIC,Lightning, 8 - Timber - Light Hardwood Litter,5,0.1,42.10693,-73.67312,State Forest/RF Area,Columbia 2-New Forge,0.00,0,0,0,0,0,0,"DiCintio,Chris A",Fire Department,,"{'latitude': '42.10693', 'longitude': '-73.67312'}",946,619,509
NYS-2012-0152,Loon Lake Fire,2012-07-26T00:00:00.000,2012-07-26T00:00:00.000,2012-07-27T00:00:00.000,5,5A,FRANKLIN,FRANKLIN,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,44.55759,-74.08939,Private Property,,0.00,0,0,0,0,0,0,"Balerno,Jeffrey ",DEC Dispatch,,"{'latitude': '44.55759', 'longitude': '-74.08939'}",307,621,184
NYS-2012-0151,Elephant Mountain,2012-07-25T00:00:00.000,2012-07-25T00:00:00.000,2012-08-02T00:00:00.000,5,5F,WASHINGTON,DRESDEN,Lightning, 9 - Timber - Medium Hardwood Litter,3,0.1,43.63396,-73.50020,Forest Preserve,Lake George Wild Forest,0.00,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'latitude': '43.63396', 'longitude': '-73.5002'}",805,2184,729
NYS-2012-0150,Moose Island,2012-07-25T00:00:00.000,2012-07-25T00:00:00.000,2012-07-25T00:00:00.000,5,5C,ESSEX,NORTH ELBA,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,1,0.1,44.33297,-73.95686,Forest Preserve,McKenzie Mountain,0.00,0,0,0,0,0,0,"Kostoss,Christopher ",Other,,"{'latitude': '44.33297', 'longitude': '-73.95686'}",275,2084,430
NYS-2012-0149,Lightning Hill Strike ,2012-07-24T00:00:00.000,2012-07-24T00:00:00.000,2012-07-25T00:00:00.000,5,5E,ESSEX,NORTH HUDSON,Lightning, 9 - Timber - Medium Hardwood Litter,5,0.1,44.02810,-73.85231,Private Property,,0.00,0,0,0,0,0,0,"St. Claire,Mark R",Landowner,,"{'latitude': '44.0281', 'longitude': '-73.85231'}",136,2084,429
NYS-2012-0148,Humbug Mountain,2012-07-23T00:00:00.000,2012-07-23T00:00:00.000,2012-07-25T00:00:00.000,5,5B,FRANKLIN,DUANE,Lightning, 8 - Timber - Light Hardwood Litter,4,0.1,44.69137,-74.29330,Forest Preserve,Debar,0.00,0,0,0,0,0,0,"Russell,David G",911 Dispatch,,"{'latitude': '44.69137', 'longitude': '-74.2933'}",278,621,186
NYS-2012-0147,Gunther Fire,2012-07-23T00:00:00.000,2012-07-23T00:00:00.000,2012-07-24T00:00:00.000,5,5F,SARATOGA,HADLEY,Lightning,10 - Timber  - Heavy Litter/Downed Fuels,2,0.1,43.36041,-73.92272,Private Property,,0.00,0,0,0,0,0,0,"Schwab,Werner J",Landowner,,"{'latitude': '43.36041', 'longitude': '-73.92272'}",97,2141,1003
NYS-2012-0146,Moore Trail Fire,2012-07-17T00:00:00.000,2012-07-23T00:00:00.000,2012-07-23T00:00:00.000,6,6A,ST LAWRENCE,FINE,Lightning, 6 - Brush - Mixed/Regeneration,1,0.1,44.12572,-74.95830,Forest Preserve,Cranberry Lake Wildforest,0.00,0,0,0,0,0,0,"Benzel,William ",Other,,"{'latitude': '44.12572', 'longitude': '-74.9583'}",1617,2140,332
NYS-2012-0145,Indian Head Fire,2012-07-11T00:00:00.000,2012-07-11T00:00:00.000,2012-07-20T00:00:00.000,4,4A,GREENE,HUNTER,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,42.11625,-74.11285,Forest Preserve,Indian Head Wilderness Area,60.00,0,0,0,0,0,0,"Nelson,Christine X",DEC Dispatch,,"{'latitude': '42.11625', 'longitude': '-74.11285'}",121,2087,755
NYS-2012-0144,Kaaterskill High Peak Fire,2012-06-30T00:00:00.000,2012-06-30T00:00:00.000,2012-06-30T00:00:00.000,4,4A,GREENE,HUNTER,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,42.17577,-74.07978,Forest Preserve,Kaaterskill Wild Forest,0.00,0,0,0,0,0,0,"Nelson,Christine X",Ranger Patrol,,"{'latitude': '42.17577', 'longitude': '-74.07978'}",187,2087,755
NYS-2012-0143,Paradise Drive Fire,2012-07-22T00:00:00.000,2012-07-22T00:00:00.000,2012-07-26T00:00:00.000,6,6B,LEWIS,NEW BREMEN,Equipment, 6 - Brush - Mixed/Regeneration,5,0.5,43.82702,-75.36612,Private Property,,0.00,0,0,0,0,0,0,"Snyder,Jennifer M",Sheriff,,"{'latitude': '43.82702', 'longitude': '-75.36612'}",571,623,615
NYS-2012-0142,RED CREEK FIRE,2012-07-19T00:00:00.000,2012-07-19T00:00:00.000,2012-07-20T00:00:00.000,8,8A,WAYNE,WOLCOTT,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.32177,-76.75300,Wildlife Management Area,LAKE SHORE MARSHES WMA,0.00,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '43.32177', 'longitude': '-76.753'}",1658,631,625
NYS-2012-0141,Harrington Rd Fire,2012-07-19T00:00:00.000,2012-07-19T00:00:00.000,2012-07-23T00:00:00.000,4,4A,COLUMBIA,AUSTERLITZ,Equipment, 8 - Timber - Light Hardwood Litter,5,1.5,42.29564,-73.47497,Private Property,,0.00,0,0,0,0,0,0,"DiCintio,Chris A",Fire Department,,"{'latitude': '42.29564', 'longitude': '-73.47497'}",1145,619,526
NYS-2012-0140,Hula Popper,2012-07-19T00:00:00.000,2012-07-19T00:00:00.000,2012-08-06T00:00:00.000,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.52938,-75.89498,State Forest/RF Area,Hall Island State Forest,0.00,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,,"{'latitude': '43.52938', 'longitude': '-75.89498'}",762,2135,241
