Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1,New York Zip Codes,Counties,NYS Municipal Boundaries
NYS-2012-0139,Stoney Lake Fire,2012-07-19T00:00:00.000,2012-07-19T00:00:00.000,2012-07-26T00:00:00.000,6,6B,LEWIS,WATSON,Lightning, 9 - Timber - Medium Hardwood Litter,4,4.0,43.76968,-75.22786,Forest Preserve,Independance River WF,11.64,0,0,0,0,0,0,"Hubschmitt,Michael ",911 Dispatch,,"{'latitude': '43.76968', 'longitude': '-75.22786'}",555,623,611
NYS-2012-0138,Blue Mt Lake Fire,2012-07-16T00:00:00.000,2012-07-16T00:00:00.000,2012-07-17T00:00:00.000,5,5D,HAMILTON,INDIAN LAKE,Campfire, 7 - Brush - Understory,5,0.1,43.86228,-74.44117,Private Property,,0.00,0,0,0,0,0,0,"Zurek,Robert ",Sheriff,,"{'latitude': '43.86228', 'longitude': '-74.44117'}",790,622,867
NYS-2012-0137,9 Corners Lake,2012-07-16T00:00:00.000,2012-07-16T00:00:00.000,2012-07-16T00:00:00.000,5,5D,FULTON,CAROGA,Campfire, 2 - Grass - Understory,5,0.1,43.19112,-74.54870,State Forest/RF Area,Ferris Lake WF,0.00,0,0,0,0,0,0,"Ploss,John ",Ranger Patrol,,"{'latitude': '43.19112', 'longitude': '-74.5487'}",1157,2085,387
NYS-2012-0136,Hall Island,2012-07-15T00:00:00.000,2012-07-15T00:00:00.000,2012-07-15T00:00:00.000,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.53623,-75.90255,State Forest/RF Area,Hall Island,0.00,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,,"{'latitude': '43.53623', 'longitude': '-75.90255'}",762,2135,241
NYS-2012-0135,Rifle Notch,2012-07-15T00:00:00.000,2012-07-15T00:00:00.000,2012-07-26T00:00:00.000,5,5C,ESSEX,KEENE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.5,44.10724,-73.84402,Private Property,,0.00,0,0,0,0,0,0,"Burns,Kevin ",Other,,"{'latitude': '44.10724', 'longitude': '-73.84402'}",272,2084,442
NYS-2012-0134,Upper Mtn Rd,2012-07-14T00:00:00.000,2012-07-14T00:00:00.000,2012-07-19T00:00:00.000,3,3B,ULSTER,SHAWANGUNK,Campfire, 9 - Timber - Medium Hardwood Litter,5,1.0,41.66231,-74.32841,Private Property,,100.00,0,0,0,0,0,0,"Mecus,Robert ",911 Dispatch,,"{'latitude': '41.66231', 'longitude': '-74.32841'}",1001,2182,409
NYS-2012-0133,Ferris Rd Fire,2012-07-14T00:00:00.000,2012-07-14T00:00:00.000,2012-07-19T00:00:00.000,5,5B,FRANKLIN,WESTVILLE,Equipment, 8 - Timber - Light Hardwood Litter,5,2.0,44.94193,-74.42530,Private Property,,0.00,0,0,0,0,0,0,"Russell,David G",Fire Department,,"{'latitude': '44.94193', 'longitude': '-74.4253'}",268,621,176
NYS-2012-0132,Mt Hope,2012-07-14T00:00:00.000,2012-07-14T00:00:00.000,2012-07-16T00:00:00.000,7,7A,CHENANGO,NORWICH,Equipment, 9 - Timber - Medium Hardwood Litter,5,2.0,42.51831,-75.53428,Private Property,,0.00,0,0,0,0,0,0,"Taylor,Timothy D",911 Dispatch,,"{'latitude': '42.51831', 'longitude': '-75.53428'}",446,2037,263
NYS-2012-0131,Colby 2,2012-07-14T00:00:00.000,2012-07-14T00:00:00.000,2012-07-15T00:00:00.000,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 8 - Timber - Light Hardwood Litter,3,0.1,44.33516,-74.14993,Private Property,,0.00,0,0,0,0,0,0,"Harjung,Julie ",Fire Department,,"{'latitude': '44.33516', 'longitude': '-74.14993'}",303,621,183
NYS-2012-0130,Colby 1,2012-07-14T00:00:00.000,2012-07-14T00:00:00.000,2012-07-15T00:00:00.000,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 8 - Timber - Light Hardwood Litter,3,0.1,44.33583,-74.14965,Private Property,,0.00,0,0,0,0,0,0,"Harjung,Julie ",Fire Department,,"{'latitude': '44.33583', 'longitude': '-74.14965'}",303,621,183
NYS-2012-0129,Military Road Fire,2012-07-13T00:00:00.000,2012-07-13T00:00:00.000,2012-07-18T00:00:00.000,5,5F,SARATOGA,EDINBURG,Incendiary, 8 - Timber - Light Hardwood Litter,5,1.0,43.25249,-74.10752,Private Property,,0.00,0,0,0,0,0,0,"Kerr,Ian M",911 Dispatch,,"{'latitude': '43.25249', 'longitude': '-74.10752'}",1302,2141,1006
NYS-2012-0128,Lake Colby,2012-07-13T00:00:00.000,2012-07-13T00:00:00.000,2012-07-13T00:00:00.000,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 9 - Timber - Medium Hardwood Litter,3,0.1,44.33582,-74.14972,Private Property,,0.00,0,0,0,0,0,0,"Giglinto,James ",Other,,"{'latitude': '44.33582', 'longitude': '-74.14972'}",303,621,183
NYS-2012-0127,Nick Stone,2012-07-13T00:00:00.000,2012-07-13T00:00:00.000,2012-07-18T00:00:00.000,5,5D,FULTON,CAROGA,Debris Burning, 8 - Timber - Light Hardwood Litter,4,8.0,43.09428,-74.50288,Private Property,,0.00,0,0,0,0,0,0,"Ploss,John ",Fire Department,,"{'latitude': '43.09428', 'longitude': '-74.50288'}",1157,2085,387
NYS-2012-0126,Little Torr Rd Fire,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,5,5B,CLINTON,BLACK BROOK,Campfire, 8 - Timber - Light Hardwood Litter,5,0.5,44.44066,-73.79705,Private Property,,0.00,0,0,0,0,0,0,"Kostoss,Christopher ",911 Dispatch,,"{'latitude': '44.44066', 'longitude': '-73.79705'}",206,2038,12
NYS-2012-0125,Duso's Fire,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 7 - Brush - Understory,5,0.1,44.31196,-74.16566,Forest Preserve,Saranac Lake Wild Forest,0.00,0,0,0,0,0,0,"Harjung,Julie ",911 Dispatch,,"{'latitude': '44.31196', 'longitude': '-74.16566'}",274,621,183
NYS-2012-0124,Adirondack Scenic RR Fires,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,2012-07-16T00:00:00.000,5,5C,ESSEX,NORTH ELBA,Railroad, 3 - Grass - Heavy,5,3.0,44.28143,-74.03963,Forest Preserve,Saranac Lake Wild Forest,0.00,0,0,0,0,0,0,"Giglinto,James ",Fire Department,Adirondack Scenis RR,"{'latitude': '44.28143', 'longitude': '-74.03963'}",298,2084,430
NYS-2012-0123,Tracey Creek Fire,2012-07-11T00:00:00.000,2012-07-11T00:00:00.000,2012-07-11T00:00:00.000,8,8A,STEUBEN,RATHBONE,Incendiary, 9 - Timber - Medium Hardwood Litter,5,0.1,42.14731,-77.34120,State Forest/RF Area,Tracey Creek,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.14731', 'longitude': '-77.3412'}",1766,2178,25
NYS-2012-0122,Mead Rd Fire,2012-07-11T00:00:00.000,2012-07-11T00:00:00.000,2012-07-11T00:00:00.000,7,7A,CORTLAND,HOMER,Equipment, 3 - Grass - Heavy,5,2.5,42.68070,-76.10796,Private Property,NA,0.00,0,0,0,0,0,0,"Giraud,William L",911 Dispatch,NA,"{'latitude': '42.6807', 'longitude': '-76.10796'}",629,620,773
NYS-2012-0121,Upper Saranac Lake Site 6 Fire,2012-07-10T00:00:00.000,2012-07-10T00:00:00.000,2012-07-11T00:00:00.000,5,5A,FRANKLIN,SANTA CLARA,Campfire, 7 - Brush - Understory,4,0.5,44.30513,-74.31762,Forest Preserve,Saranac Lake Wild Forest,0.00,0,0,0,0,0,0,"Waters,James ",911 Dispatch,,"{'latitude': '44.30513', 'longitude': '-74.31762'}",303,621,179
NYS-2012-0120,Rock Pond,2012-07-09T00:00:00.000,2012-07-09T00:00:00.000,2012-07-23T00:00:00.000,5,5D,HAMILTON,WELLS,Campfire, 6 - Brush - Mixed/Regeneration,5,1.3,43.37920,-74.18050,Forest Preserve,Siamese Pond Wilderness,0.00,0,0,0,0,0,0,"Kallen,David A",Other,,"{'latitude': '43.3792', 'longitude': '-74.1805'}",20,622,862
NYS-2012-0119,Podpadic Road Fire ,2012-07-09T00:00:00.000,2012-07-09T00:00:00.000,2012-07-14T00:00:00.000,4,4B,SCHOHARIE,RICHMONDVILLE,Railroad,10 - Timber  - Heavy Litter/Downed Fuels,5,0.8,42.64509,-74.54500,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,CP Rail,"{'latitude': '42.64509', 'longitude': '-74.545'}",1312,629,147
NYS-2012-0118,Seward fire,2012-07-01T00:00:00.000,2012-07-01T00:00:00.000,2012-07-01T00:00:00.000,4,4B,SCHOHARIE,RICHMONDVILLE,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.7,42.68026,-74.52577,Private Property,,0.00,0,0,0,0,0,0,"Edmunds,Thomas R",DEC Dispatch,,"{'latitude': '42.68026', 'longitude': '-74.52577'}",1173,629,147
NYS-2012-0117,Johnson Pond ,2012-07-03T00:00:00.000,2012-07-03T00:00:00.000,2012-07-06T00:00:00.000,5,5E,ESSEX,NORTH HUDSON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.2,43.93140,-73.69316,Private Property, ,0.00,0,0,0,0,0,0,"Jeffery,Delbert W",911 Dispatch,,"{'latitude': '43.9314', 'longitude': '-73.69316'}",136,2084,429
NYS-2012-0116,Tripp Mtn Fire,2012-07-03T00:00:00.000,2012-07-03T00:00:00.000,2012-07-15T00:00:00.000,5,5E,WARREN,WARRENSBURG,Lightning, 9 - Timber - Medium Hardwood Litter,4,5.7,43.59129,-73.81157,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.59129', 'longitude': '-73.81157'}",804,2183,815
NYS-2012-0115,Otis Mt Fire,2012-07-01T00:00:00.000,2012-07-01T00:00:00.000,2012-07-02T00:00:00.000,5,5B,ESSEX,ELIZABETHTOWN,Power line, 9 - Timber - Medium Hardwood Litter,5,0.3,44.18044,-73.60634,Private Property,,0.00,0,0,0,0,0,0,"Bode,Sarah ",911 Dispatch,,"{'latitude': '44.18044', 'longitude': '-73.60634'}",223,2084,445
NYS-2012-0114,Little Willow  fire,2012-07-01T00:00:00.000,2012-07-01T00:00:00.000,2012-07-02T00:00:00.000,5,5D,FULTON,NORTHAMPTON,Fireworks, 8 - Timber - Light Hardwood Litter,5,0.1,43.18829,-74.17743,Forest Preserve,Northampton Beach Campground,0.00,0,0,0,0,0,0,"Preston,Stephen L",DEC Dispatch,,"{'latitude': '43.18829', 'longitude': '-74.17743'}",1291,2085,381
NYS-2012-0113,Chapin Fire,2012-06-16T00:00:00.000,2012-06-16T00:00:00.000,2012-06-25T00:00:00.000,3,3A,SULLIVAN,BETHEL,Smoking, 3 - Grass - Heavy,4,1.0,41.62921,-74.83984,Private Property,,0.00,0,0,0,0,0,0,"Seeley,Jason J",Fire Department,,"{'latitude': '41.62921', 'longitude': '-74.83984'}",1102,2180,664
NYS-2012-0112,Railroad Two,2012-05-26T00:00:00.000,2012-05-26T00:00:00.000,2012-05-26T00:00:00.000,5,5E,WARREN,THURMAN,Railroad, 9 - Timber - Medium Hardwood Litter,5,0.5,43.56177,-73.84731,Private Property,,0.00,0,0,0,0,0,0,"Kabrehl,Charles J",Fire Department,Upper Hudson Scenic,"{'latitude': '43.56177', 'longitude': '-73.84731'}",156,2183,816
NYS-2012-0111,Railroad One,2012-05-26T00:00:00.000,2012-05-26T00:00:00.000,2012-05-28T00:00:00.000,5,5E,WARREN,JOHNSBURG,Railroad, 9 - Timber - Medium Hardwood Litter,5,2.0,43.71011,-73.94067,Private Property,,0.00,0,0,0,0,0,0,"Perryman,Arthur C",Fire Department,Saratoga and North Creek Railroad,"{'latitude': '43.71011', 'longitude': '-73.94067'}",143,2183,821
NYS-2012-0110,Ivy Lane Fire,2012-05-12T00:00:00.000,2012-05-12T00:00:00.000,2012-05-14T00:00:00.000,3,3B,DUTCHESS,EAST FISHKILL,Incendiary, 7 - Brush - Understory,5,1.5,41.53904,-73.74966,Private Property,,0.00,0,0,0,0,0,0,"Slingerland,David ",911 Dispatch,,"{'latitude': '41.53904', 'longitude': '-73.74966'}",1013,2040,597
NYS-2012-0109,Wanakena RX 130/190,2012-05-11T00:00:00.000,2012-05-11T00:00:00.000,2012-05-11T00:00:00.000,6,6A,ST LAWRENCE,FINE,Prescribed Fire, 1 - Grass - Light,4,0.7,44.15759,-74.90047,Private Property,,0.00,0,0,0,0,0,0,"Benzel,William ",DEC Dispatch,,"{'latitude': '44.15759', 'longitude': '-74.90047'}",1622,2140,332
NYS-2012-0108,Whiskey Field RX,2012-05-07T00:00:00.000,2012-05-07T00:00:00.000,2012-05-08T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Prescribed Fire, 3 - Grass - Heavy,5,32.2,40.90897,-72.94528,Wildlife Management Area,Rocky Point NRMA,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Other,,"{'latitude': '40.90897', 'longitude': '-72.94528'}",1314,2179,1022
NYS-2012-0107,Northeastern Grassland RX,2012-04-30T00:00:00.000,2012-04-30T00:00:00.000,2012-05-01T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Prescribed Fire, 1 - Grass - Light,5,34.0,40.94202,-72.91083,State Forest/RF Area,Rocky Point NRMA,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Other,,"{'latitude': '40.94202', 'longitude': '-72.91083'}",1420,2179,1022
NYS-2012-0106,Rhodes Orchard Fire,2012-04-30T00:00:00.000,2012-04-30T00:00:00.000,2012-05-02T00:00:00.000,5,5F,SARATOGA,PROVIDENCE,Campfire, 8 - Timber - Light Hardwood Litter,5,36.0,43.15155,-74.09573,Private Property,,0.00,0,0,0,0,0,0,"Goetke,Anthony G",Ranger Patrol,,"{'latitude': '43.15155', 'longitude': '-74.09573'}",1302,2141,996
NYS-2012-0105,South Hill Fire,2012-04-27T00:00:00.000,2012-04-28T00:00:00.000,2012-04-29T00:00:00.000,4,4B,OTSEGO,MARYLAND,Campfire,11 - Slash - Light,5,0.1,42.51363,-74.85217,State Forest/RF Area,Delaware Otsego 1,0.00,0,0,0,0,0,0,"Hitt,Suzanne M",Ranger Patrol,,"{'latitude': '42.51363', 'longitude': '-74.85217'}",1402,2136,918
NYS-2012-0104,Beaver Fire,2012-04-27T00:00:00.000,2012-04-27T00:00:00.000,2012-04-28T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 3 - Grass - Heavy,5,6.0,40.75694,-72.83785,Private Property,NA,0.00,0,0,0,3,0,0,"Thompson,Michael W",911 Dispatch,NA,"{'latitude': '40.75694', 'longitude': '-72.83785'}",1634,2179,1022
NYS-2012-0103,Basket Fire,2012-04-20T00:00:00.000,2012-04-20T00:00:00.000,2012-04-23T00:00:00.000,3,3A,SULLIVAN,FREMONT,Power line, 8 - Timber - Light Hardwood Litter,5,3.0,41.85083,-75.10693,Private Property,,0.00,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '41.85083', 'longitude': '-75.10693'}",1065,2180,657
NYS-2012-0102,Hubbard Road Fire,2012-04-20T00:00:00.000,2012-04-20T00:00:00.000,2012-04-20T00:00:00.000,4,4B,SCHOHARIE,GILBOA,Children, 8 - Timber - Light Hardwood Litter,5,1.0,42.44480,-74.37791,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.4448', 'longitude': '-74.37791'}",1224,629,150
NYS-2012-0101,Naylor Road Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-20T00:00:00.000,4,4A,RENSSELAER,POESTENKILL,Smoking, 9 - Timber - Medium Hardwood Litter,5,11.8,42.70997,-73.49564,Private Property,,0.00,0,0,0,0,0,0,"DiCintio,Chris A",911 Dispatch,,"{'latitude': '42.70997', 'longitude': '-73.49564'}",1146,2138,116
NYS-2012-0100,Hartwood Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-23T00:00:00.000,3,3A,SULLIVAN,FORESTBURGH,Equipment,12 - Slash - Medium,5,0.2,41.52444,-74.69412,Private Property,,1110.00,0,0,0,0,0,0,"Seeley,Jason J",Ranger Patrol,,"{'latitude': '41.52444', 'longitude': '-74.69412'}",1094,2180,658
NYS-2012-0099,Riverside Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,5,5E,WARREN,JOHNSBURG,Miscellaneous, 9 - Timber - Medium Hardwood Litter,4,0.5,43.71011,-73.94067,Private Property,,0.00,0,0,0,0,0,0,"Perryman,Arthur C",911 Dispatch,,"{'latitude': '43.71011', 'longitude': '-73.94067'}",143,2183,821
NYS-2012-0098,Airport Road Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-18T00:00:00.000,5,5F,SARATOGA,EDINBURG,Smoking, 8 - Timber - Light Hardwood Litter,5,2.0,43.22762,-74.10723,Other Government,,0.00,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'latitude': '43.22762', 'longitude': '-74.10723'}",1302,2141,1006
NYS-2012-0097,Keck Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,8,8A,STEUBEN,CORNING,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1.7,42.13972,-76.98294,Private Property,,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.13972', 'longitude': '-76.98294'}",1774,2178,38
NYS-2012-0096,Comstock Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-22T00:00:00.000,5,5F,WASHINGTON,FORT ANN,Smoking, 8 - Timber - Light Hardwood Litter,5,6.0,43.46381,-73.42560,Other Government,,0.00,0,0,0,0,0,0,"Schwab,Werner J",DEC Dispatch,,"{'latitude': '43.46381', 'longitude': '-73.4256'}",806,2184,727
NYS-2012-0095,Weeks Road Fire,2012-04-17T00:00:00.000,2012-04-17T00:00:00.000,2012-04-23T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary,10 - Timber  - Heavy Litter/Downed Fuels,3,59.0,40.85000,-72.85000,Private Property,,0.00,0,0,0,0,0,0,"Slade,Kevin M",Ranger Patrol,,"{'latitude': '40.85', 'longitude': '-72.85'}",1607,2179,1022
NYS-2012-0094,Leahy Fire,2012-04-16T00:00:00.000,2012-04-16T00:00:00.000,2012-04-16T00:00:00.000,7,7A,BROOME,TRIANGLE,Smoking, 9 - Timber - Medium Hardwood Litter,4,1.8,42.36491,-75.96400,Private Property,,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'latitude': '42.36491', 'longitude': '-75.964'}",471,2033,939
NYS-2012-0093,Boy Scout Fire,2012-04-16T00:00:00.000,2012-04-16T00:00:00.000,2012-04-21T00:00:00.000,3,3A,SULLIVAN,TUSTEN,Power line, 4 - Brush - Heavy/Volatile,3,27.6,41.55135,-74.99625,Private Property,,1572.00,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '41.55135', 'longitude': '-74.99625'}",1084,2180,649
NYS-2012-0092,Calverton Range Fire,2012-04-16T00:00:00.000,2012-04-16T00:00:00.000,2012-04-16T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Miscellaneous, 1 - Grass - Light,5,0.2,40.89949,-72.72751,Private Property,,0.00,0,0,0,0,0,0,"Slade,Kevin M",911 Dispatch,,"{'latitude': '40.89949', 'longitude': '-72.72751'}",1534,2179,1022
NYS-2012-0091,Hampton Sand Fire,2012-04-15T00:00:00.000,2012-04-15T00:00:00.000,2012-04-16T00:00:00.000,1,1A,SUFFOLK,SOUTHAMPTON,Miscellaneous, 1 - Grass - Light,4,2.0,40.84500,-72.70224,Private Property,,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'latitude': '40.845', 'longitude': '-72.70224'}",1133,2179,1013
NYS-2012-0090,Cruger Island Fire ,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-18T00:00:00.000,3,3B,DUTCHESS,RED HOOK,Campfire, 9 - Timber - Medium Hardwood Litter,4,1.1,42.03531,-73.92686,Wildlife Management Area,Tivoli Bay WMA,0.00,0,0,0,0,0,0,"Nelson,Christine X",911 Dispatch,,"{'latitude': '42.03531', 'longitude': '-73.92686'}",948,2040,586
NYS-2012-0089,Grandview Fire,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-18T00:00:00.000,3,3A,SULLIVAN,FALLSBURGH,Structure, 7 - Brush - Understory,3,19.4,41.78041,-74.68294,Private Property,,723.80,0,0,0,65,5,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '41.78041', 'longitude': '-74.68294'}",1062,2180,660
NYS-2012-0088,McConnellsville Fire,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-19T00:00:00.000,6,6C,ONEIDA,VIENNA,Smoking, 8 - Timber - Light Hardwood Litter,5,13.0,43.28720,-75.70572,Private Property,,0.00,0,1,0,0,0,0,"Cornell,David ",DEC Dispatch,,"{'latitude': '43.2872', 'longitude': '-75.70572'}",773,625,981
NYS-2012-0087,Hammer Fire,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-15T00:00:00.000,4,4B,OTSEGO,MARYLAND,Children, 8 - Timber - Light Hardwood Litter,4,4.0,42.56532,-74.82296,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.56532', 'longitude': '-74.82296'}",1402,2136,918
NYS-2012-0086,States Road,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-15T00:00:00.000,5,5E,WARREN,STONY CREEK,Equipment, 8 - Timber - Light Hardwood Litter,4,0.4,43.43871,-73.95204,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.43871', 'longitude': '-73.95204'}",153,2183,817
NYS-2012-0085,Menio Fire,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,2012-04-14T00:00:00.000,8,8A,SCHUYLER,DIX,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,1.0,42.34469,-76.87679,Private Property,,0.00,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'latitude': '42.34469', 'longitude': '-76.87679'}",919,2143,646
NYS-2012-0084,Outlet Trail,2012-04-12T00:00:00.000,2012-04-12T00:00:00.000,2012-04-12T00:00:00.000,8,8A,YATES,MILO,Smoking, 1 - Grass - Light,5,1.0,42.65879,-77.03434,Private Property,,0.00,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '42.65879', 'longitude': '-77.03434'}",367,2225,92
NYS-2012-0083,Kaylee Fire,2012-04-09T00:00:00.000,2012-04-09T00:00:00.000,2012-04-12T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 8 - Timber - Light Hardwood Litter,5,15.7,40.90390,-72.80922,State Forest/RF Area,Otis Pike Preserve,0.00,0,0,0,0,0,0,"Burkholder,Michael W",Fire Department,,"{'latitude': '40.9039', 'longitude': '-72.80922'}",1607,2179,1017
NYS-2012-0082,Brookhaven SP PondFire,2012-04-10T00:00:00.000,2012-04-10T00:00:00.000,2012-04-11T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Campfire, 2 - Grass - Understory,1,0.1,40.91714,-72.85607,OPR&HP (State Parks),Brookhaven State Park,0.00,0,0,0,0,0,0,"Byrnes,Timothy ",911 Dispatch,,"{'latitude': '40.91714', 'longitude': '-72.85607'}",1644,2179,1022
NYS-2012-0081,Stillwater Fires,2012-04-10T00:00:00.000,2012-04-10T00:00:00.000,2012-04-11T00:00:00.000,5,5F,SARATOGA,STILLWATER,Incendiary, 8 - Timber - Light Hardwood Litter,4,5.5,42.95916,-73.73696,Private Property,,0.00,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'latitude': '42.95916', 'longitude': '-73.73696'}",147,2141,993
NYS-2012-0080,Flaregun Fire,2012-04-10T00:00:00.000,2012-04-10T00:00:00.000,2012-04-11T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.1,40.90601,-72.93862,State Forest/RF Area,Rocky Point NRMA,0.00,0,0,0,0,0,0,"Burkholder,Michael W",911 Dispatch,,"{'latitude': '40.90601', 'longitude': '-72.93862'}",1636,2179,1022
NYS-2012-0079,Ridge Fire,2012-04-10T00:00:00.000,2012-04-10T00:00:00.000,2012-04-10T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 9 - Timber - Medium Hardwood Litter,4,0.1,40.91707,-72.85474,OPR&HP (State Parks),Brookhaven State Park,0.00,0,0,0,0,0,0,"Byrnes,Timothy ",Ranger Patrol,,"{'latitude': '40.91707', 'longitude': '-72.85474'}",1644,2179,1022
NYS-2012-0078,Anthony Wayne Fire,2012-04-09T00:00:00.000,2012-04-09T00:00:00.000,2012-04-19T00:00:00.000,3,3B,ROCKLAND,STONY POINT,Smoking, 9 - Timber - Medium Hardwood Litter,3,481.0,41.27698,-74.01666,OPR&HP (State Parks),Harriman State Park,339.29,0,1,0,0,0,0,"Tyrrell,Gregory ",Ranger Patrol,,"{'latitude': '41.27698', 'longitude': '-74.01666'}",1652,628,528
NYS-2012-0077,Davos Fire,2012-04-08T00:00:00.000,2012-04-08T00:00:00.000,2012-04-10T00:00:00.000,3,3A,SULLIVAN,FALLSBURGH,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,3.1,41.69533,-74.58403,Private Property,,0.00,0,0,0,0,1,0,"Seeley,Jason J",Ranger Patrol,,"{'latitude': '41.69533', 'longitude': '-74.58403'}",779,2180,660
NYS-2012-0076,Tuscarora 2,2012-04-09T00:00:00.000,2012-04-09T00:00:00.000,2012-04-11T00:00:00.000,8,8A,STEUBEN,TUSCARORA,Power line, 8 - Timber - Light Hardwood Litter,4,5.0,42.08309,-77.26118,Private Property,,0.00,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'latitude': '42.08309', 'longitude': '-77.26118'}",1748,2178,22
NYS-2012-0075,Crescent Bow Fire.,2012-04-09T00:00:00.000,2012-04-09T00:00:00.000,2012-04-22T00:00:00.000,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 9 - Timber - Medium Hardwood Litter,2,992.3,40.88209,-72.83805,Other Government,Peconic Headwater NRMA,0.00,0,3,1,1,15,0,"Thompson,Michael W",911 Dispatch,,"{'latitude': '40.88209', 'longitude': '-72.83805'}",1607,2179,1017
NYS-2012-0074,Ferris fire,2012-04-09T00:00:00.000,2012-04-09T00:00:00.000,2012-04-10T00:00:00.000,8,8A,STEUBEN,WHEELER,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,2.1,42.40241,-77.32198,Private Property,,0.00,0,0,0,0,1,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.40241', 'longitude': '-77.32198'}",1757,2178,17
